example_id,conversation_id,tweet_id,customer_message,conversation_context,candidate_intent,final_intent,difficulty,notes
73,19366,2245155,@654388 @AmericanAir Yeah. It is pretty frustrating. I wonder when some startup will try to interrupt the behemoth of the air industry. They have LOST customer service.,"[1] Customer (474061): ""The only problem with H2O and OJ on shorter @AmericanAir flights is that there are NO benefits to EPs not sitting in First Class. For the first time in 8 years I am starting to question my loyalty.""",CUSTOMER_SERVICE_COMPLAINT,CUSTOMER_SERVICE_COMPLAINT,easy,Unambiguous single-intent signal matching CUSTOMER_SERVICE_COMPLAINT.
74,21065,2371543,"@AmericanAir I️ am on the divert flight 679 and it has been absolute hell waiting, but Taylor has been an excellent agent dealing with everything and has been incredibly helpful and calm in this nightmare!",[No preceding context - conversation start],CUSTOMER_SERVICE_COMPLAINT,CUSTOMER_SERVICE_COMPLAINT,easy,Unambiguous single-intent signal matching CUSTOMER_SERVICE_COMPLAINT.
75,23133,2591130,@AmericanAir I signed up for twitter just to tell you that your excuse for an airline is a clown college and your customer service is terrible. I haven’t had an American flight in at least a year where you haven’t fucked up at least one thing.,[No preceding context - conversation start],CUSTOMER_SERVICE_COMPLAINT,CUSTOMER_SERVICE_COMPLAINT,easy,Unambiguous single-intent signal matching CUSTOMER_SERVICE_COMPLAINT.
76,23490,2629201,"Poor customer service at the DCA @AmericanAir counter. 3 AA workers with a VIP for over 20 minutes while not helping any other customers. Does it really take 3 people to help 1 customer, at the expense of 15 other customers be no ignored? https://t.co/UgvF2M8zic",[No preceding context - conversation start],CUSTOMER_SERVICE_COMPLAINT,CUSTOMER_SERVICE_COMPLAINT,easy,Unambiguous single-intent signal matching CUSTOMER_SERVICE_COMPLAINT.
77,24446,2736313,@AmericanAir I fly all the time. I have a service pet and have been discriminated and dealt with out of line and rude over the phone and at airport... it ridiculous!,"[1] Customer (766796): ""I'm officially done with @AmericanAir its always someone with negativity that works for this airline."" | [2] AmericanAir: ""@766796 We're so sorry this is your experience with us. Please let us know if we can help in some way."" | [3] Customer (766796): ""@AmericanAir You told me the last time if there was anything you could after one of your employees discriminated on me. How many times are you going to apologize for the same thing?""",CUSTOMER_SERVICE_COMPLAINT,CUSTOMER_SERVICE_COMPLAINT,medium,Dual-intent overlap: touches both CUSTOMER_SERVICE_COMPLAINT and GENERAL_INQUIRY_AND_OTHER.
78,26205,2924166,I can always count on @AmericanAir and their shit customer service to ruin my flight! 🙂,[No preceding context - conversation start],CUSTOMER_SERVICE_COMPLAINT,CUSTOMER_SERVICE_COMPLAINT,easy,Unambiguous single-intent signal matching CUSTOMER_SERVICE_COMPLAINT.
79,26250,2935618,There needs to be a customer service refresher course @AmericanAir Yelling at old ladies and making them cry isn't acceptable anywhere.,[No preceding context - conversation start],CUSTOMER_SERVICE_COMPLAINT,CUSTOMER_SERVICE_COMPLAINT,easy,Unambiguous single-intent signal matching CUSTOMER_SERVICE_COMPLAINT.
80,26720,2982197,"Super disappointed in @AmericanAir lack of customer service or even calling back when promised. Let's see if their ""area manager"" actually calls",[No preceding context - conversation start],CUSTOMER_SERVICE_COMPLAINT,CUSTOMER_SERVICE_COMPLAINT,medium,Unambiguous single-intent signal matching CUSTOMER_SERVICE_COMPLAINT.
81,1562,246606,Shoutout to @AmericanAir for helping me &amp; hubs navigate delays &amp; upgrades &amp; still getting us to our destination on time! 💃🏽✈️,[No preceding context - conversation start],FLIGHT_DISRUPTION,FLIGHT_DISRUPTION,hard,"Multi-intent ambiguity spanning 3+ domains: FLIGHT_DISRUPTION, SEATS_AND_CABIN, GENERAL_INQUIRY_AND_OTHER."
82,2335,310054,@AmericanAir Delayed for over 3 hours. Missed a business meeting and putting me home after 1 AM. Very disappointed first experience.,[No preceding context - conversation start],FLIGHT_DISRUPTION,FLIGHT_DISRUPTION,medium,Unambiguous single-intent signal matching FLIGHT_DISRUPTION.
83,3353,409800,Forgot the joy of sitting at the airport watching your flight be delayed time and time again. At least I’m not in a rush @AmericanAir,[No preceding context - conversation start],FLIGHT_DISRUPTION,FLIGHT_DISRUPTION,easy,Unambiguous single-intent signal matching FLIGHT_DISRUPTION.
84,4238,506162,WTF @AmericanAir another mechanical issue causing me to sit on the tarmac at DFW. Over an hour delayed #aairlosers,[No preceding context - conversation start],FLIGHT_DISRUPTION,FLIGHT_DISRUPTION,easy,Unambiguous single-intent signal matching FLIGHT_DISRUPTION.
85,4532,541742,@AmericanAir this is the second time in as many flights with my infant that we have had to deplane due to a mechanical issue not found until everyone has boarded. This is unacceptable. My gold status expires end of year so do I need to switch my allegiance?,[No preceding context - conversation start],FLIGHT_DISRUPTION,FLIGHT_DISRUPTION,hard,"Multi-intent ambiguity spanning 3+ domains: FLIGHT_DISRUPTION, CHECKIN_AND_BOARDING, LOYALTY_AND_AADVANTAGE."
86,5404,656853,Hey @AmericanAir when you said my bag wouldn’t fit i quietly said “fuck” and your employee said “watch your language or you’ll be stuck in DC forever” appropriate or????,[No preceding context - conversation start],FLIGHT_DISRUPTION,CUSTOMER_SERVICE_COMPLAINT,medium,Dual-intent overlap: touches both FLIGHT_DISRUPTION and BAGGAGE_ISSUES.
87,8669,1021181,"@AmericanAir Delays are understandable, but the mishandling of this is frustrating. I've received more info from passengers than the employees working","[1] Customer (361653): ""TY @AmericanAir for the repeated delays you keep bestowing upon myself &amp; others today. I can't wait to sign up for advantage program now. https://t.co/5ZlrafWO8k""",FLIGHT_DISRUPTION,FLIGHT_DISRUPTION,easy,Unambiguous single-intent signal matching FLIGHT_DISRUPTION.
88,8823,1033183,.@AmericanAir Gonna need a response on this one. What mechanical failure happened on flight 2594 out of SFO?,[No preceding context - conversation start],FLIGHT_DISRUPTION,FLIGHT_DISRUPTION,easy,Unambiguous single-intent signal matching FLIGHT_DISRUPTION.
89,9563,1102136,@AmericanAir Yeah but why not bump both back one hour? Do you just try to delay the least amt of people as possible regardless of how late they are?,"[1] Customer (380061): ""I get that delays happen but why tf is my 6pm flight to DC delayed 2 hrs while the 7pm one is on time? Why not delay each 1hr? @AmericanAir"" | [2] AmericanAir: ""@380061 We know this can be frustrating, Nick. We're waiting on the OK from Air Traffic Control, and we'll have you wheels up at 8:10p.""",FLIGHT_DISRUPTION,FLIGHT_DISRUPTION,easy,Unambiguous single-intent signal matching FLIGHT_DISRUPTION.
90,9941,1131948,Shoutout to @AmericanAir for absolutely refusing to work with an extremely loyal customer all because I need to cancel a flight w/o refund.,[No preceding context - conversation start],FLIGHT_DISRUPTION,REBOOKING_AND_CHANGES,hard,"Multi-intent ambiguity spanning 3+ domains: FLIGHT_DISRUPTION, REFUNDS_AND_PAYMENTS, GENERAL_INQUIRY_AND_OTHER."
91,10847,1219885,So frustrated with #AmericanAirlines. Flight finally landed 4 hours late and we still don’t have a gate. Could’ve driven. @AmericanAir,[No preceding context - conversation start],FLIGHT_DISRUPTION,FLIGHT_DISRUPTION,easy,Unambiguous single-intent signal matching FLIGHT_DISRUPTION.
92,12114,1362800,@AmericanAir Delayed on the runway. Ugh.,"[1] Customer (437320): ""Dear @AmericanAir, I seriously dislike you right now. We are no longer friends. 😡 https://t.co/hYJXXyqfun"" | [2] AmericanAir: ""@437320 Uh oh, Callie, what's going on? How can we help you?"" | [3] Customer (437320): ""@AmericanAir I was unable to go standby on a flight. The kiosks and the system at Bush were giving errors l, so they said ask in CLT. In CLT,"" | [4] Customer (437320): ""@AmericanAir They had no standbys and the gate agent said my ticket didn't qualify. There were 3 seats on the plane. I called CS at AA. They said they"" | [5] Customer (437320): ""@AmericanAir Couldn't help, but I had a refundable ticket and that it shouldn't have been a problem. Which is what I said at the gate. Then, my boarding"" | [6] Customer (437320): ""@AmericanAir Pass for my original flight disappeared on my phone and the kiosk couldn't pull it up. I had to go back to the agent, who was very rude. 😞"" | [7] Customer (437320): ""@AmericanAir Just a bad day at AA. I felt like she didn't bother because I had no ""status"". Well, I really didn't want a 3+ hour layover. And now, I'm""",FLIGHT_DISRUPTION,FLIGHT_DISRUPTION,medium,Short mid-thread customer follow-up; context is essential to disambiguate.
93,13902,1573222,@AmericanAir I have platinum and 52K miles flown with you this year because you’re almost always on time - except at O’Hare; delays every single flight,"[1] Customer (347738): ""@AmericanAir maybe you can get plane for flight 1057 out “of the hangar” and to the gate? This airport sucks @129841 - always delays."" | [2] AmericanAir: ""@347738 You're flight has a maintenance delay, Matt. Safety is our priority and we're working to get your flight fixed and you on your way, asap."" | [3] Customer (347738): ""@AmericanAir Thanks but why does this ALWAYS happen at O’Hare? Never any other airport - you guys are usually spot on"" | [4] AmericanAir: ""@347738 It's always our goal to avoid delays. We're sorry for the wait today.""",FLIGHT_DISRUPTION,FLIGHT_DISRUPTION,medium,Dual-intent overlap: touches both FLIGHT_DISRUPTION and LOYALTY_AND_AADVANTAGE.
94,17954,2096177,And the award for worst airline goes to @AmericanAir ! Canceled flight yesterday and once again booked us with completely separate seats.,[No preceding context - conversation start],FLIGHT_DISRUPTION,FLIGHT_DISRUPTION,hard,"Multi-intent ambiguity spanning 3+ domains: FLIGHT_DISRUPTION, SEATS_AND_CABIN, BOOKING_AND_RESERVATIONS."
95,19449,2250479,"Hey @AmericanAir I’m getting delayed again, gonna miss my flight to CBUS. I’m giving you a second crack at re-imbursing me for these pants.",[No preceding context - conversation start],FLIGHT_DISRUPTION,FLIGHT_DISRUPTION,easy,Unambiguous single-intent signal matching FLIGHT_DISRUPTION.
96,19752,2276249,@AmericanAir I will once it takes off. Flight went mechanical! #aadelays,"[1] Customer (443120): ""DCA &gt; MIA on @AmericanAir https://t.co/x34QxCPIlP"" | [2] AmericanAir: ""@443120 It's great to see you. Enjoy your flight to beautiful Miami!""",FLIGHT_DISRUPTION,FLIGHT_DISRUPTION,easy,Unambiguous single-intent signal matching FLIGHT_DISRUPTION.
97,19960,2285853,Gonna miss my meeting &amp; another delay just happened because of a missing flight attendant. 😡😡 @AmericanAir,[No preceding context - conversation start],FLIGHT_DISRUPTION,FLIGHT_DISRUPTION,medium,Dual-intent overlap: touches both FLIGHT_DISRUPTION and CUSTOMER_SERVICE_COMPLAINT.
98,21247,2394812,"@685664 @AmericanAir @AmericanAir, get involved and offer direct assistance. Don’t put the burden on weary, stranded, and devastated customers to work it out.",[No preceding context - conversation start],FLIGHT_DISRUPTION,FLIGHT_DISRUPTION,easy,Unambiguous single-intent signal matching FLIGHT_DISRUPTION.
99,23683,2648958,"@AmericanAir @432285 Who knows til you show up and see if your plane is under maintenance, rebooked, or cancelled all together. We like to wait and surprise!
-AA","[1] AmericanAir: ""@432285 We see that flights are currently scheduled on time for Tuesday. You can keep an eye on the flight status here: https://t.co/kNkPUilgez""",FLIGHT_DISRUPTION,FLIGHT_DISRUPTION,medium,Dual-intent overlap: touches both FLIGHT_DISRUPTION and REBOOKING_AND_CHANGES.
100,25896,2887066,"@AmericanAir hey guys, any word on what’s up w flight 5579? Been sitting on tarmac 25 min. Only 1 mumbled announcement about “an issue”. No updates/info on delay or arrival time. Many trying to make meetings in DC and concerned w lack of info.",[No preceding context - conversation start],FLIGHT_DISRUPTION,FLIGHT_DISRUPTION,easy,Unambiguous single-intent signal matching FLIGHT_DISRUPTION.
101,997,178880,It's a greAAt day to be an @AmericanAir Admiral's Club member in the newly remodeled club in Terminal A @151271 😁 https://t.co/tSKvqgg2Wq,[No preceding context - conversation start],GENERAL_INQUIRY_AND_OTHER,LOYALTY_AND_AADVANTAGE,easy,Clear general/conversational inquiry; no specific operational issue keyword.
102,3779,452312,@AmericanAir Can you please onform me which exact dates encompass Christmas week? I am flying you and obviously very concerned. https://t.co/mOuQtwVDGS,[No preceding context - conversation start],GENERAL_INQUIRY_AND_OTHER,GENERAL_INQUIRY_AND_OTHER,easy,Clear general/conversational inquiry; no specific operational issue keyword.
103,4996,604790,@AmericanAir Thank you!!♥️,"[1] Customer (171937): ""So hubs had us all confused. Looks like we're flying @AmericanAir tomorrow! Now to figure out the luggage allowance #MurphysDoPhilly https://t.co/egiQRhaMts"" | [2] AmericanAir: ""@171937 We're hear to help with luggage allowance. Please DM your record locator and we'll take a look.""",GENERAL_INQUIRY_AND_OTHER,GENERAL_INQUIRY_AND_OTHER,medium,Short mid-thread customer follow-up; context is essential to disambiguate.
104,6123,739885,"@AmericanAir 3 different staff over 72 hours, each with a different reason to not complete my request. If any had known their job, I’d still be asleep!","[1] Customer (296945): ""@AmericanAir your customer service staff need better training. Such a shame, you let me down for the last time."" | [2] AmericanAir: ""@296945 We never want to disappoint you, Shawn. What's going on? How can we help turn things around?""",GENERAL_INQUIRY_AND_OTHER,CUSTOMER_SERVICE_COMPLAINT,easy,Clear general/conversational inquiry; no specific operational issue keyword.
105,6324,766888,@AmericanAir case has been opened &amp; no lock put back thnx for nothing #poorservice #NeverAgain,[No preceding context - conversation start],GENERAL_INQUIRY_AND_OTHER,CUSTOMER_SERVICE_COMPLAINT,easy,Clear general/conversational inquiry; no specific operational issue keyword.
106,7805,926860,. @AmericanAir left my wallet in your plane yesterday 🤦🏽‍♂️,[No preceding context - conversation start],GENERAL_INQUIRY_AND_OTHER,BAGGAGE_ISSUES,easy,Clear general/conversational inquiry; no specific operational issue keyword.
107,8493,1001323,"@AmericanAir DM sent, thank you!","[1] Customer (357056): ""@AmericanAir the kiosk didn't print me a receipt for my checked bag, &amp; gate agent can't print one. how do I get one, need for work trip."" | [2] AmericanAir: ""@357056 We'd be glad to look up that info for you, Kristi. Please provide your 6 letter booking info via DM.""",GENERAL_INQUIRY_AND_OTHER,BAGGAGE_ISSUES,medium,Short mid-thread customer follow-up; context is essential to disambiguate.
108,11389,1273744,@AmericanAir I made it! Thanks!!!,"[1] Customer (418150): ""More issues! Hopefully this does not affect boarding my connecting flight. Currently waiting in the cold jetway to collect my carryon. @AmericanAir https://t.co/gcjGhJib6u"" | [2] AmericanAir: ""@418150 Malcom, what's your record locator? We'd like to see if we can help while you wait to receive your bag. Meet us in DM with details.""",GENERAL_INQUIRY_AND_OTHER,BAGGAGE_ISSUES,medium,Short mid-thread customer follow-up; context is essential to disambiguate.
109,11972,1345980,@AmericanAir I was supposed to be in Tulsa about 20 minutes ago,"[1] Customer (433858): ""Thanks @AmericanAir now taxiid back to terminal at MSP for 3rd time. Got on at 5:30. Supposed to be running @55892 15K Champs Sat AM!"" | [2] AmericanAir: ""@433858 We know this wait is frustrating, Matthew, and truly appreciate your patience this morning."" | [3] Customer (433858): ""@AmericanAir On the plane for 6 hours. Still waiting in line. I'm still supposed to be running in a championship race tomorrow in Tulsa""",GENERAL_INQUIRY_AND_OTHER,FLIGHT_DISRUPTION,easy,Clear general/conversational inquiry; no specific operational issue keyword.
110,13900,1572521,@AmericanAir Thank you!,"[1] Customer (484757): ""20 min on hold with @AmericanAir"" | [2] AmericanAir: ""@484757 We're a little busy this morning and we apologize for the extra hold time. We'll be with you very soon. Anything we can do to help?"" | [3] Customer (484757): ""@AmericanAir Your website won’t show me the check in button so I can confirm I’m getting on my plane tomorrow morning"" | [4] AmericanAir: ""@484757 Are you within 24 hours of your flight? If so, DM your record locator and we'll take a closer look."" | [5] Customer (484757): ""@AmericanAir Done."" | [6] AmericanAir: ""@484757 we see your DM and will respond to your comments there.""",GENERAL_INQUIRY_AND_OTHER,GENERAL_INQUIRY_AND_OTHER,medium,Short mid-thread customer follow-up; context is essential to disambiguate.
111,16105,1832224,@JetBlue @116450 @AmericanAir thank you to the metro NY ground crews tonight. It’s nasty out there!,[No preceding context - conversation start],GENERAL_INQUIRY_AND_OTHER,GENERAL_INQUIRY_AND_OTHER,easy,Unambiguous single-intent signal matching GENERAL_INQUIRY_AND_OTHER.
112,19999,2288215,@AmericanAir Thank you!,"[1] Customer (349709): ""@AmericanAir how many pieces of hand &amp; hold baggage can we bring on flight we have booked from Gatwick-Fort Lauderdale (run by BA)? Website unclear. Thanks!"" | [2] AmericanAir: ""@349709 You're allowed 1 carry-on and 1 personal item. Please reach out to BA for their specific checked bag rules.""",GENERAL_INQUIRY_AND_OTHER,GENERAL_INQUIRY_AND_OTHER,medium,Short mid-thread customer follow-up; context is essential to disambiguate.
113,20122,2296092,"@AmericanAir Met you in DM, please answer","[1] Customer (666654): ""@AmericanAir I'm booked on flight 730 but told I have to pay, even though I already bought the ticket. This can't be legal"" | [2] AmericanAir: ""@666654 Please meet us in DM and share a few more details, along with your record locator.""",GENERAL_INQUIRY_AND_OTHER,CUSTOMER_SERVICE_COMPLAINT,easy,Clear general/conversational inquiry; no specific operational issue keyword.
114,20381,2307414,"Whose been fucking up there harassing them and she’s at like the bottom of the fucking list. I’m fucking pissed now cause I️ followed there stupid ass rules and they screwed me over fucking again. So anyways surprise, surprise, I️ don’t get on this fucking flight.","[1] Customer (669360): ""Let me tell y’all about the wildest experience I️ just had a couple days ago. It all starts at JFK airport........"" | [2] Customer (669360): ""So I️ get to the airport about 2 hr before my flight cause you’d think that’d be plenty of time to get through security, ha no jokes on me. I️ sit in the line to hell for fucking ever and then when I finally get to the metal detector shit I️ get randomly selected along with"" | [3] Customer (669360): ""A couple other poor souls. So I’m waiting in another fucking lil ass line why the take everyone one by one get our hands swabbed or some shit and then then our bags looked through. This small process takes longer then I’ve been alive I️ swear to fucking God y’all."" | [4] Customer (669360): ""So then it’s finally my turn and I’m ready. I️ have my hands out infront of me to get swabbed and I’m in and out like a pro. Well the bitch in front of me decided to pack her fucking house inside her suitcase and I’m watching the TSA people and there as fucking confused as I️"" | [5] Customer (669360): ""I️ am. This lady has fucking grocery’s, presents, all her clothes she’s ever owned, books galore, and some other shit all stuffed into this tiny ass carry on; fucking Mary Poppins isn’t too thrilled about these lady’s goin through her case so she makes sure everyone knows it."" | [6] Customer (669360): ""So then it’s finally my turn they quickly go through my bag (there laughin there asses off about that lady too) and I’m outta there. I️ quickly get to my flight and I️ have a little bit of time so I️ grab a tea at Starbucks which is located RIGHT next to my terminal."" | [7] Customer (669360): ""Anyways I️ get my drink quick and I️ walk right back next door and everyone who was there a minute ago is fuckin gone. So I’m freakin out my flight not supposed to leave for another 15 minutes, they didn’t announce anything on the intercoms about my flight either."" | [8] Customer (669360): ""So there’s a line for the #AmericanAirlines desk at my terminal so I️ wait in this line which also is being slow af so this one lady isn’t doing shit so I️ quickly just walk up and ask wtf happened to my flight. Now this bitch doesn’t even look up from her screen"" | [9] Customer (669360): ""And I’m the bitchest fuckin way tells me my flight has already left. I️ say that doesn’t make sense see I️ can SEE my fucking plane and it’s not supposed to leave for another like 10 minutes. So then she says they can’t board after 10 minutes, which I️ get it, she has rules"" | [10] Customer (669360): ""To follow. BUT she saw me standing in line for a couple minutes WAYYY before the 10 minutes where up (they had closed the door early and never announced anything) and as she tells me this I️ look down at my phone and it 9 FUCKING MINUTES before they leave. I️ was 1 FUcking min"" | [11] Customer (669360): ""Late and I️ had been waiting in line and could had gotten on that fucking plane if I️ wasn’t so nice and waited in line! Mind you the entire time this lady is talkin to me she’s barely glanced at me, is being rude, and won’t answer half the questions I’m asking."" | [12] Customer (669360): ""So finally I’m like fuck it she’s being so fucking unhelpful so I️ go to the missed connections booth to reschedule my flight home. Apparently two other flights had been canceled so I️ waited in another line for an hour to be helped. Anyways it’s almost my turn and I️ watch"" | [13] Customer (669360): ""One of the #AmericanAirlines employees fuckin check his phone and ANSWER A CALL while he’s helping a customer! So now I️ know why the fuck this line was taking so fucking long, the lady he’s helpings mouth just kinda drops open cause she’s as fuckin brain fucked as I️ am."" | [14] Customer (669360): ""Anyways it’s my turn now and I️ go to Mr. phone guy and start explaining my situation which I️ don’t even get to finish because he cuts me off a couple words in and demands my name. So I️ give it to him and he starts looking at flights for me. So the only flight that I️ could"" | [15] Customer (669360): ""Get on was a flight to Phoenix with the connection to Seattle. Sassys telling me this the lady working next one decides to butt in and tell him something about that flight (can’t remember that exactly). Well I’m thinking these two don’t like each other cause he responds"" | [16] Customer (669360): ""“I️ know how to do my job” and she then says “I’m telling you something you obviously forgetting” then he goes “I️ don’t need your help I can do my job without it” anyways there bickering continues meanwhile I’m still waiting for help and so is the girl the lady was helping."" | [17] Customer (669360): ""Anyways they stop and he prints me off a tickets for the flight which is fucking tomorrow at 10am. So now I’m stuck in this airport for about 17 fucking hours. This airport has the most over priced nastiest food so because I’m broke I️ decide to just starve. Now when I️ sleep"" | [18] Customer (669360): ""I️ sleep hard so I️ knew if I️ passed out at the wrong time I️ could sleep through my flight so I️ try to get comfortable in there uncomfortable ass chairs and pass out but I️ can’t so I️ end up not sleeping the entire time I’m waiting for this god damn plane."" | [19] Customer (669360): ""Thank god for #StrangersThings2 for getting my through a couple hours of that hell. Okay so time for my plane comes and they had fucking OVERBOOKED THE FLIGHT!!! So I’m waiting on layover with a couple other people and I’m first on the list so if there’s an opening I’d get it."" | [20] Customer (669360): ""Ha will they tell all layover people to sit and wait till the end of boarding and then they’ll let you know if there’s seats available. Well I️ wait and I️ watch this chick go up and annoy them; there was one seat available on the flight and they give it to THE FUCKING chick""",GENERAL_INQUIRY_AND_OTHER,REBOOKING_AND_CHANGES,easy,Clear general/conversational inquiry; no specific operational issue keyword.
115,20441,2309192,@AmericanAir https://t.co/oluroVJgbh,[No preceding context - conversation start],GENERAL_INQUIRY_AND_OTHER,GENERAL_INQUIRY_AND_OTHER,easy,Clear general/conversational inquiry; no specific operational issue keyword.
116,20962,2362051,A huge thank you to the pilots and crew on @AmericanAir flight 2197. They handled a medical emergency so professionally and kept everyone safe. Prayers to the person who had to be taken to the hospital. Thanks again!,[No preceding context - conversation start],GENERAL_INQUIRY_AND_OTHER,GENERAL_INQUIRY_AND_OTHER,easy,Unambiguous single-intent signal matching GENERAL_INQUIRY_AND_OTHER.
117,22826,2565937,@AmericanAir THANK you.,"[1] Customer (727947): ""@AmericanAir do your policies allow for the transport of decapitated elephant heads?"" | [2] AmericanAir: ""@727947 American has no plans to change our ban on the transport of animal trophies.""",GENERAL_INQUIRY_AND_OTHER,GENERAL_INQUIRY_AND_OTHER,medium,Short mid-thread customer follow-up; context is essential to disambiguate.
118,26158,2919524,Absolutely! Keep it up @AmericanAir https://t.co/qSRZejkUdB,[No preceding context - conversation start],GENERAL_INQUIRY_AND_OTHER,GENERAL_INQUIRY_AND_OTHER,easy,Clear general/conversational inquiry; no specific operational issue keyword.
119,26255,2937213,Love that new plane smell! @AmericanAir inaugural @116705 737 Max 8 service! MIA-LGA #737max #avgeek #americanair https://t.co/Xw8u0ey7KB,[No preceding context - conversation start],GENERAL_INQUIRY_AND_OTHER,GENERAL_INQUIRY_AND_OTHER,easy,Clear general/conversational inquiry; no specific operational issue keyword.
120,26453,2960802,@AmericanAir Literally took you 8 minutes to not make that promise. Bravo @AmericanAir! Departure now 7p. Maybe?,"[1] Customer (817125): ""Hey @AmericanAir - trying to fly IND-DCA aa4255. Flight keeps delaying. Can you give me update? Ps. Already know it is because inbound aircraft is late. Want to know about that flight..."" | [2] AmericanAir: ""@817125 The inbound plane is delayed, Brendan. Once it departs, we should get a better idea what time yours will leave. We appreciate your patience."" | [3] Customer (817125): ""@AmericanAir Do you have a estimate for that departure? Your app says 310p (40min ago)"" | [4] AmericanAir: ""@817125 We're showing a departure time of 3:55p."" | [5] Customer (817125): ""@AmericanAir Did it depart? You responded 15 min after that time"" | [6] AmericanAir: ""@817125 Our team is working hard on this and will have you on your way at 6:35p.""",GENERAL_INQUIRY_AND_OTHER,FLIGHT_DISRUPTION,easy,Clear general/conversational inquiry; no specific operational issue keyword.
121,1521,241509,@AmericanAir I am @9628 and the AAdvantage Executive Platinum experience just keeps getting worse. #disappointed #NotWorthIt #FAIL,[No preceding context - conversation start],LOYALTY_AND_AADVANTAGE,LOYALTY_AND_AADVANTAGE,medium,Unambiguous single-intent signal matching LOYALTY_AND_AADVANTAGE.
122,3139,389461,I have 53k @AmericanAir miles 😊😊😊😊,[No preceding context - conversation start],LOYALTY_AND_AADVANTAGE,LOYALTY_AND_AADVANTAGE,easy,Unambiguous single-intent signal matching LOYALTY_AND_AADVANTAGE.
123,5107,619905,@AmericanAir you gotta love it when you receive EXCELLENT customer service at the airport!!! I want to give a huge shoutout to Gabby DCA ATO at the priority gate @133384 Thank you Gabby for checking us in AND for helping us find our miles 🙌🏾🙌🏾. #DCA #AmericanAirlines,[No preceding context - conversation start],LOYALTY_AND_AADVANTAGE,LOYALTY_AND_AADVANTAGE,hard,"Multi-intent ambiguity spanning 3+ domains: LOYALTY_AND_AADVANTAGE, CUSTOMER_SERVICE_COMPLAINT, GENERAL_INQUIRY_AND_OTHER."
124,7420,889238,"@AmericanAir Flying with you guys doesn’t have to be the worst, but it always is. Consistently disappointed, even as an AAdvantage member.",[No preceding context - conversation start],LOYALTY_AND_AADVANTAGE,LOYALTY_AND_AADVANTAGE,medium,Unambiguous single-intent signal matching LOYALTY_AND_AADVANTAGE.
125,8540,1006206,Really disappointed whenever I call @AmericanAir customer service. Reps have 0 power or desire to help AAdvantage customers. When I fly @JetBlue I don’t have these issues,[No preceding context - conversation start],LOYALTY_AND_AADVANTAGE,CUSTOMER_SERVICE_COMPLAINT,medium,Dual-intent overlap: touches both LOYALTY_AND_AADVANTAGE and CUSTOMER_SERVICE_COMPLAINT.
126,9605,1103763,@SouthwestAir Too little miles to actually donate them. So I just have to watch them expire :/,"[1] Customer (380463): ""Same question for @AmericanAir 😎 https://t.co/bsWfMO1U6S"" | [2] AmericanAir: ""@380463 Yes, you're able to donate your miles. You can check out this link for more info: https://t.co/2XQhHeqgh4"" | [3] Customer (380463): ""@AmericanAir Thank you!""",LOYALTY_AND_AADVANTAGE,LOYALTY_AND_AADVANTAGE,easy,Unambiguous single-intent signal matching LOYALTY_AND_AADVANTAGE.
127,11166,1247248,"@AmericanAir With #topbonus now being officially retired from #OneWorld, any plans to match the status of former elites?","[1] Customer (198581): ""@AmericanAir: With @206281 (and #topbonus) having filed for #bankruptcy, how about offering a status-match when switching to #AAdvantage?"" | [2] AmericanAir: ""@198581 We'd love to have you come fly with us! Please contact AAdvantage Customer Service at 800-882-8880 for more info.""",LOYALTY_AND_AADVANTAGE,LOYALTY_AND_AADVANTAGE,easy,Unambiguous single-intent signal matching LOYALTY_AND_AADVANTAGE.
128,12197,1371469,Flying @AmericanAir today.  Ticket was less than half the price of @Delta.  My 18 years loyalty with #Delta made no dif. to price.  ✈️,[No preceding context - conversation start],LOYALTY_AND_AADVANTAGE,LOYALTY_AND_AADVANTAGE,easy,Unambiguous single-intent signal matching LOYALTY_AND_AADVANTAGE.
129,14896,1681730,@AmericanAir May I know the excuse for rude staff members. Not having information being treated like I have no status. I’m platinum. What is my loyalty 4,"[1] Customer (511293): ""@AmericanAir This is ridiculous. Board &amp; get off plane 2 wait. 2.5 hrs with no resolution.Missed meetings and I paid $600 4 flight 1k6t024 https://t.co/21fIjM35re"" | [2] AmericanAir: ""@511293 Safety is always our top priority and we're truly sorry for the delay, we'll have you on your way as quickly as we can.""",LOYALTY_AND_AADVANTAGE,CUSTOMER_SERVICE_COMPLAINT,hard,"Multi-intent ambiguity spanning 3+ domains: LOYALTY_AND_AADVANTAGE, CUSTOMER_SERVICE_COMPLAINT, GENERAL_INQUIRY_AND_OTHER."
130,17119,1974235,"This is the @americanair way. Loyalty doesn't matter, just $. Plan/buy ticket early &amp; get you get this https://t.co/Tno3b6RBRm",[No preceding context - conversation start],LOYALTY_AND_AADVANTAGE,LOYALTY_AND_AADVANTAGE,easy,Unambiguous single-intent signal matching LOYALTY_AND_AADVANTAGE.
